Amount,Sender_Balance,Receiver_Balance,Tx_Freq,Hop_Count,Time_Delta,Is_Mixing,Network_Centrality,Label
18733.26054117965,638144.5683721739,741555.2031175953,43.857957881034295,12,606.971529291999,1,0.9788974821236849,1
47536.20817743171,459292.4535341931,881101.8750963169,45.358622005898006,14,160.12101711218892,0,0.5664301002764643,0
36602.37715115214,964498.5248639408,463179.87537900097,18.918616087772023,8,995.1072949980908,0,0.3107515433148813,0
29936.93762500986,218978.45098423818,289178.7316734076,11.581536117556452,13,1226.8791535289452,0,0.9377469794935931,0
7809.371835717401,587856.4159989407,318846.57435546146,9.583052542871402,6,25.256387568747805,0,0.5492182071985698,0
7808.16607160677,700210.0149902226,696948.2583643938,44.097654784721975,12,931.3076100705749,0,0.9893941252834715,0
2913.599772288291,825564.4893453816,567558.0339914962,11.561126126024696,1,97.42298678873587,0,0.5996089862063724,0
43310.14552728901,406971.03042800707,486494.13097725715,26.541952340125885,7,1357.467567346354,0,0.9883896920585257,1
30059.73943704301,686921.9076574815,202774.07877617405,16.586964153931493,3,596.9680535438497,0,0.7117756953289245,0
35406.548164024316,303201.47138428275,875455.6874989034,24.946771915490874,7,266.88446156413767,0,0.7957842147494321,0
1039.0188698471643,435476.0923618203,781020.4475074061,17.288350918710133,2,291.27026005191783,1,0.5026790647754881,0
48495.7935095781,895627.1312033992,140638.6017392296,14.647435803318148,14,130.38671009305506,0,0.6617256946682412,0
41623.807613613084,949907.6093309543,367388.4546021366,21.366150063958777,6,947.0028416146274,0,0.030635099657608467,0
10624.832142807025,718817.3469272647,542132.0936388914,16.64627683596783,10,1265.197784711396,0,0.11205550082873428,0
9099.43011068296,374351.890776185,454338.62277153204,41.984565228809885,12,548.5932882860102,0,0.11413899092263047,0
9178.391447573156,820057.7899746641,397795.8387377384,29.03283051741279,8,764.4005100387204,1,0.445439138013599,0
15219.069725547291,25867.081725420183,718831.8975605293,8.808351376972173,8,372.8146487992161,0,0.7427061049631336,0
26242.57401729557,102745.91053942106,54503.50423783745,11.797284982317608,12,1118.1924328188002,0,0.8229995623801074,0
21602.931481919368,661373.7363753611,471410.33912594186,2.677674882787456,7,935.2391144291522,1,0.9640810843258212,0
14568.544718500116,291248.5752700574,262181.6903896014,14.984431673360838,2,1437.4499836113864,0,0.11022688665310221,0
30596.526207171748,951386.2184004778,84618.38523475896,33.47590789370693,7,1225.7506024624547,1,0.600973182131956,1
6983.298093995571,436060.61209230474,464887.15800296556,9.147918495428181,10,202.70950668414122,0,0.3722981139774827,0
14614.310980275555,429364.820389177,171368.69107056875,4.960117843772643,10,1215.5118826481437,0,0.21950455307898387,0
18324.42854625165,678079.5101909313,258224.28189020863,16.050769302897454,11,77.56667378733512,0,0.7243436347568946,0
22808.938511009626,767568.5623061897,507008.72951007594,30.626111674524402,3,215.06341947666897,0,0.32374279136849715,0
39260.94631003675,475558.7381251365,973708.9799328215,23.639002288702955,8,554.1810066012473,0,0.2323476795006596,0
9991.692370096403,214000.90171172415,684255.0068035559,16.609513073574917,13,273.1038001043331,0,0.6113819544056749,0
25716.579576296444,773308.6427256216,279621.7981568248,44.14758789669036,5,410.66195554401537,0,0.6928368889085299,0
29624.804297413502,320351.2748736276,382406.0525753765,23.427884875613486,7,1022.5844955944343,0,0.012716920490636219,0
2332.0561318726864,175110.7692938576,406133.15232097724,22.75233352488512,4,807.6729948501159,0,0.5248813777791727,0
30381.167146552903,631640.1899250132,153637.62334437715,1.5828378872712323,1,574.5134497785779,0,0.20148429854048178,0
8534.500943127703,90453.66699035041,160654.18885968075,31.96714157896351,5,930.2607430734612,0,0.3219268136562,0
3261.929133334123,971352.675086055,148394.72348736448,22.967244225061773,11,0.28707661303164045,1,0.74675247393389,0
47444.788007294126,632397.264412137,521664.1377369169,7.253856940269509,7,1265.743938031803,0,0.6500070319415296,0
48281.94533339722,985895.5209217558,674186.0867397082,12.186959100299244,6,567.8809895511631,0,0.5490425634580631,0
40421.783432341894,338893.4234786361,590720.6846108267,10.118186589216855,7,704.2170732166512,0,0.6304541646197824,0
15237.6423209768,971205.1611903979,977767.1854533486,6.104911046284117,14,168.71574470418713,0,0.5915835517382834,0
4892.62897917913,145562.2477286236,125874.57225765186,21.777068349939356,3,1090.4734733307703,0,0.2770102394976762,0
34214.808995342726,40694.772347028455,986474.4063027552,18.164352746136476,12,1432.8339319703139,0,0.6762234697020015,0
22013.22316204267,32984.06045460256,466673.93388789194,18.006152253793005,8,1103.5157338580352,0,0.2558683394981668,0
6110.691359890494,464870.3705992271,218632.78777713768,12.576408398914918,14,200.9396002876699,0,0.8994422289142778,0
24763.893736462396,83004.19747859478,943280.8260057571,21.821326676017037,11,1339.1715507105762,0,0.16432523195222126,0
1729.0821705497676,512167.8841676017,468613.3101445926,27.376150209887207,10,841.6471853865806,0,0.865970324674358,0
45466.92689991832,327500.50350890047,347346.9552105204,30.575088585991573,1,1247.1082759477733,1,0.514441078132709,1
12946.411280184846,335628.99247411557,213810.1038179566,10.991283538715107,9,607.8496963234539,0,0.7059761413199835,0
33129.48899485556,635608.9965451697,267875.4511158021,36.392169778260296,1,401.0456873531751,0,0.029837644254619766,0
15592.436693709653,163098.00615162018,979219.5102272193,1.3514535614739476,4,30.74460734085406,0,0.8432839988522508,0
26008.20037867876,766553.370339731,303973.4399047743,37.52201166496791,8,1365.9614196222915,0,0.8726610541927873,0
27340.04686437055,582030.9197786348,977805.923759605,14.148380039937154,12,221.45013721880537,0,0.3048642524770514,0
9250.874231721096,914944.6288475109,330214.9866120872,18.5000431179297,8,1126.1306413914567,0,0.6955571035253013,0
48479.53554195028,364840.6537675234,231418.46558856193,29.035566513862925,10,400.82055344660483,0,0.017189791049990633,0
38758.88983982211,982714.9920671255,183364.1829018473,30.522569685537025,10,821.8722624585097,1,0.8082967243864871,1
46975.55208879381,575827.6467140232,411854.505273997,21.057732873471046,11,1188.9437062300026,0,0.8792840891459799,0
44742.41924787816,973401.9561875338,236806.4485350272,46.89494736916508,11,503.96246794452765,0,0.44822175015233257,1
29899.019940766146,27060.654047115328,696937.9638270531,42.91627117715923,6,622.2312318875452,0,0.03574580585788567,0
46094.49300880561,727976.3224123879,239771.73536397846,11.251827939589282,11,207.05070623552902,0,0.2798446359642188,0
4433.740177575456,816621.5242927363,835396.8449978691,29.445509698365424,12,605.7384538532953,0,0.6925916938980211,0
9807.183292333068,53173.28667648757,834011.258488167,36.04925037032685,11,1188.869731083345,0,0.32076878559696687,0
2270.912172637798,578969.6640162457,285526.37404806615,10.847179123830792,14,1267.2287524544895,1,0.7968483843085145,0
16273.263234855585,801942.2935894483,753540.1304868298,0.9225212422353524,7,912.4614806862329,1,0.02544953897776414,0
19439.977711577205,561038.7252230727,857545.8759794533,48.78022702327427,13,673.5893156526166,0,0.8323052803792433,0
13574.738098377056,63813.59040546664,590132.8439371466,47.91742075743699,12,297.6805258996221,0,0.9830531111633976,0
41438.588082504946,693447.2408983115,366332.41086405487,16.017384593323264,14,655.3849859865797,1,0.5624287279927639,1
17844.09880141253,60596.91467330863,440967.1867126791,11.955741374769685,9,1161.5676430335504,0,0.2798378921331782,0
14053.916139272163,817468.8950164384,786228.8650347819,7.730734391549321,11,445.8497724051218,0,0.06032223661503622,0
27139.37719708084,43034.183306694395,293317.46399681416,34.35728752070321,1,1154.0329999440812,0,0.11782116354531869,0
7054.802006488385,137397.3810103708,334462.334376194,37.76458358806299,7,5.097976856569133,0,0.9201193866567285,0
40111.82706789445,275107.5905232685,160784.33625785072,21.020115524994516,4,501.2780960826251,0,0.6553683598932178,0
3736.7866775517437,633364.7922608,399052.4030130026,12.14047065909843,13,1425.8735582192874,0,0.12466371968870549,0
49344.47796065986,976359.099631306,86515.13224948592,22.43618913740047,1,1311.8415958316361,1,0.33582614009123,1
38614.516017139904,117822.85261993442,321034.4409891115,25.817967605275665,12,931.6102971743207,0,0.6259203674195869,0
9943.796919893279,142707.66921391842,373479.38094785705,27.170193629634593,1,708.9250690636479,1,0.3167271557870376,1
286.05063500888394,368870.3967009803,255479.1324241321,22.168372702051403,12,1020.2771633329812,0,0.8845123400369657,0
40774.91680845716,836219.1377553202,101358.11913498816,0.18668742022048268,5,1412.4347772539418,0,0.048084060714624566,0
35345.79861894238,467230.95275081415,521667.24256155506,23.58888920810554,10,43.56365900015071,0,0.8636421190130258,0
36453.06833036896,321610.60025582166,865081.1697554708,17.363594460641913,2,397.03196406189926,0,0.0879227966235766,0
38565.804630830426,561203.8322088612,335644.7458004704,27.828099877248828,11,1433.086148590383,0,0.7507445158334166,0
3711.492140187177,260523.19744575003,236801.5714201387,3.468929257240849,3,870.2476209525322,0,0.13443219740078338,0
